Pattern,Board ID,Sensor,Status,Time to Failure (ms),Current,Location,Date,Solution,Voltage,Notes,CV_Post,CF_Post,Tags,CV_Baseline,CF_Baseline,Ph
1,03_01_0151,U2,Failed,58896.0,03_01_0151_U2_20250406_I.CSV,CREOL-A112,4/6/2025,Adipic Acid - 1.24mM,3.0,,03_01_0151_U2_20250416_CV_1.csv,03_01_0151_U2_20250416_CF_1.csv,,03_01_0151_U2_20231121_CV_0.csv,03_01_0151_U2_20231121_CF_0.csv,
1,03_01_0151,U3,Failed,56539.0,03_01_0151_U3_20250406_I.CSV,CREOL-A112,4/6/2025,Adipic Acid - 1.24mM,3.0,,03_01_0151_U3_20250416_CV_1.csv,03_01_0151_U3_20250416_CF_1.csv,,03_01_0151_U3_20231121_CV_0.csv,03_01_0151_U3_20231121_CF_0.csv,
1,03_01_0151,U4,Failed,50396.0,03_01_0151_U4_20250406_I.CSV,CREOL-A112,4/6/2025,Adipic Acid - 1.24mM,3.0,,03_01_0151_U4_20250416_CV_1.csv,03_01_0151_U4_20250416_CF_1.csv,,03_01_0151_U4_20231121_CV_0.csv,03_01_0151_U4_20231121_CF_0.csv,
1,03_01_0156,U1,In progress,25234.0,03_01_0156_U1_20250303_I.csv,CREOL-A112,3/3/2025,Succinic 0.388mM,3.0,,03_01_0156_U1_20250314_CV_1.csv,03_01_0156_U1_20250314_CF_1.csv,,03_01_0156_U1_20231121_CV_0.csv,03_01_0156_U1_20231121_CF_0.csv,
1,03_01_0156,U2,Failed,25280.0,03_01_0156_U2_20250303_I.csv,CREOL-A112,3/3/2025,Succinic 0.388mM,3.0,,03_01_0156_U2_20250314_CV_1.csv,03_01_0156_U2_20250314_CF_1.csv,,03_01_0156_U2_20231121_CV_0.csv,03_01_0156_U2_20231121_CF_0.csv,
1,03_01_0156,U3,Failed,24975.0,03_01_0156_U3_20250303_I.csv,CREOL-A112,3/3/2025,Succinic 0.388mM,3.0,,03_01_0156_U3_20250314_CV_1.csv,03_01_0156_U3_20250314_CF_1.csv,,03_01_0156_U3_20231121_CV_0.csv,03_01_0156_U3_20231121_CF_0.csv,
1,03_01_0156,U4,Failed,25148.0,03_01_0156_U4_20250303_I.csv,CREOL-A112,3/3/2025,Succinic 0.388mM,3.0,,03_01_0156_U4_20250314_CV_1.csv,03_01_0156_U4_20250314_CF_1.csv,,03_01_0156_U4_20231121_CV_0.csv,03_01_0156_U4_20231121_CF_0.csv,
1,03_01_0161,U1,Not started,,,,,,,,,,,03_01_0161_U1_20231121_CV_0.csv,03_01_0161_U1_20231121_CF_0.csv,
1,03_01_0161,U2,Not started,,,,,,,,,,,03_01_0161_U2_20231121_CV_0.csv,03_01_0161_U2_20231121_CF_0.csv,
1,03_01_0161,U3,Not started,,,,,,,,,,,03_01_0161_U3_20231121_CV_0.csv,03_01_0161_U3_20231121_CF_0.csv,
1,03_01_0161,U4,Not started,,,,,,,,,,,03_01_0161_U4_20231121_CV_0.csv,03_01_0161_U4_20231121_CF_0.csv,
1,03_01_0166,U2,Measure/Scanned,89345.0,0.011,CREOL-A112,1/8/2025,DI Water,3.0,,03_01_0166_U2_20250117_CV_1.csv,03_01_0166_U2_20250117_CF_1.csv,,03_01_0166_U2_20231121_CV_0.csv,03_01_0166_U2_20231121_CF_0.csv,
1,03_01_0166,U3,Measure/Scanned,111266.0,0.0062,CREOL-A112,1/8/2025,DI Water,3.0,,03_01_0166_U3_20250117_CV_1.csv,03_01_0166_U3_20250117_CF_1.csv,,03_01_0166_U3_20231121_CV_0.csv,03_01_0166_U3_20231121_CF_0.csv,
1,03_01_0166,U4,Measure/Scanned,134525.0,0.0052,CREOL-A112,1/8/2025,DI Water,3.0,,03_01_0166_U4_20250117_CV_1.csv,03_01_0166_U4_20250117_CF_1.csv,,03_01_0166_U4_20231121_CV_0.csv,03_01_0166_U4_20231121_CF_0.csv,
1,03_01_0166,U1,Measure/Scanned,122234.0,0.005,CREOL-A112,1/8/2025,DI Water,3.0,,03_01_0166_U1_20250117_CV_1.csv,03_01_0166_U1_20250117_CF_1.csv,,03_01_0166_U1_20231121_CV_0.csv,03_01_0166_U1_20231121_CF_0.csv,
1,03_01_0171,U1,Failed,54458.0,03_01_0171_U1_20250406_I.CSV,CREOL-A112,4/6/2025,Adipic Acid - 1.24mM,3.0,,03_01_0171_U1_20250416_CV_1.csv,03_01_0171_U1_20250416_CF_1.csv,,03_01_0171_U1_20231121_CV_0.csv,03_01_0171_U1_20231121_CF_0.csv,
1,03_01_0171,U2,Failed,54212.0,03_01_0171_U2_20250406_I.CSV,CREOL-A112,4/6/2025,Adipic Acid - 1.24mM,3.0,,03_01_0171_U2_20250416_CV_1.csv,03_01_0171_U2_20250416_CF_1.csv,,03_01_0171_U2_20231121_CV_0.csv,03_01_0171_U2_20231121_CF_0.csv,
1,03_01_0171,U3,Failed,45768.0,03_01_0171_U3_20250406_I.CSV,CREOL-A112,4/6/2025,Adipic Acid - 1.24mM,3.0,,03_01_0171_U3_20250416_CV_1.csv,03_01_0171_U3_20250416_CF_1.csv,,03_01_0171_U3_20231121_CV_0.csv,03_01_0171_U3_20231121_CF_0.csv,
1,03_01_0171,U4,Failed,45897.0,03_01_0171_U4_20250406_I.CSV,CREOL-A112,4/6/2025,Adipic Acid - 1.24mM,3.0,,03_01_0171_U4_20250416_CV_1.csv,03_01_0171_U4_20250416_CF_1.csv,,03_01_0171_U4_20231121_CV_0.csv,03_01_0171_U4_20231121_CF_0.csv,
1,03_01_0176,U1,Failed,25184.0,03_01_0176_U1_20250303_I.csv,CREOL-A112,3/3/2025,Succinic 0.388mM,3.0,,03_01_0176_U1_20250314_CV_1.csv,03_01_0176_U1_20250314_CF_1.csv,,03_01_0176_U1_20231121_CV_0.csv,03_01_0176_U1_20231121_CF_0.csv,
1,03_01_0176,U2,Failed,25201.0,03_01_0176_U2_20250303_I.csv,CREOL-A112,3/3/2025,Succinic 0.388mM,3.0,,03_01_0176_U2_20250314_CV_1.csv,03_01_0176_U2_20250314_CF_1.csv,,03_01_0176_U2_20231121_CV_0.csv,03_01_0176_U2_20231121_CF_0.csv,
1,03_01_0176,U3,Failed,25292.0,03_01_0176_U3_20250303_I.csv,CREOL-A112,3/3/2025,Succinic 0.388mM,3.0,,03_01_0176_U3_20250314_CV_1.csv,03_01_0176_U3_20250314_CF_1.csv,,03_01_0176_U3_20231121_CV_0.csv,03_01_0176_U3_20231121_CF_0.csv,
1,03_01_0176,U4,Failed,25275.0,03_01_0176_U4_20250303_I.csv,CREOL-A112,3/3/2025,Succinic 0.388mM,3.0,,03_01_0176_U4_20250314_CV_1.csv,03_01_0176_U4_20250314_CF_1.csv,,03_01_0176_U4_20231121_CV_0.csv,03_01_0176_U4_20231121_CF_0.csv,
1,03_01_0181,U1,Not started,,,,,,,,,,,03_01_0181_U1_20231121_CV_0.csv,03_01_0181_U1_20231121_CF_0.csv,
1,03_01_0181,U2,Not started,,,,,,,,,,,03_01_0181_U2_20231121_CV_0.csv,03_01_0181_U2_20231121_CF_0.csv,
1,03_01_0181,U3,Not started,,,,,,,,,,,03_01_0181_U3_20231121_CV_0.csv,03_01_0181_U3_20231121_CF_0.csv,
1,03_01_0181,U4,Not started,,,,,,,,,,,03_01_0181_U4_20231121_CV_0.csv,03_01_0181_U4_20231121_CF_0.csv,
1,03_01_0186,U2,Measure/Scanned,88042.0,0.0058,CREOL-A112,1/8/2025,DI Water,3.0,,03_01_0186_U2_20250117_CV_1.csv,03_01_0186_U2_20250117_CF_1.csv,,03_01_0186_U2_20231121_CV_0.csv,03_01_0186_U2_20231121_CF_0.csv,
1,03_01_0186,U3,Measure/Scanned,99679.0,0.0123,CREOL-A112,1/8/2025,DI Water,3.0,,03_01_0186_U3_20250117_CV_1.csv,03_01_0186_U3_20250117_CF_1.csv,,03_01_0186_U3_20231121_CV_0.csv,03_01_0186_U3_20231121_CF_0.csv,
1,03_01_0186,U4,Measure/Scanned,111281.0,0.0077,CREOL-A112,1/8/2025,DI Water,3.0,,03_01_0186_U4_20250117_CV_1.csv,03_01_0186_U4_20250117_CF_1.csv,,03_01_0186_U4_20231121_CV_0.csv,03_01_0186_U4_20231121_CF_0.csv,
1,03_01_0186,U1,Measure/Scanned,111303.0,0.0093,CREOL-A112,1/8/2025,DI Water,3.0,,03_01_0186_U1_20250117_CV_1.csv,03_01_0186_U1_20250117_CF_1.csv,,03_01_0186_U1_20231121_CV_0.csv,03_01_0186_U1_20231121_CF_0.csv,
1,03_01_0191,U1,Failed,75274.0,03_01_0191_U1_20250406_I.CSV,CREOL-A112,4/6/2025,Adipic Acid - 1.24mM,3.0,3.87pH,03_01_0191_U1_20250416_CV_1.csv,03_01_0191_U1_20250416_CF_1.csv,,03_01_0191_U1_20231121_CV_0.csv,03_01_0191_U1_20231121_CF_0.csv,3.87
1,03_01_0191,U2,Failed,70121.0,03_01_0191_U2_20250406_I.CSV,CREOL-A112,4/6/2025,Adipic Acid - 1.24mM,3.0,,03_01_0191_U2_20250416_CV_1.csv,03_01_0191_U2_20250416_CF_1.csv,,03_01_0191_U2_20231121_CV_0.csv,03_01_0191_U2_20231121_CF_0.csv,
1,03_01_0191,U3,Failed,63614.0,03_01_0191_U3_20250406_I.CSV,CREOL-A112,4/6/2025,Adipic Acid - 1.24mM,3.0,,03_01_0191_U3_20250416_CV_1.csv,03_01_0191_U3_20250416_CF_1.csv,,03_01_0191_U3_20231121_CV_0.csv,03_01_0191_U3_20231121_CF_0.csv,
1,03_01_0191,U4,Failed,54307.0,03_01_0191_U4_20250406_I.CSV,CREOL-A112,4/6/2025,Adipic Acid - 1.24mM,3.0,3.98pH - residue seen ,03_01_0191_U4_20250416_CV_1.csv,03_01_0191_U4_20250416_CF_1.csv,,03_01_0191_U4_20231121_CV_0.csv,03_01_0191_U4_20231121_CF_0.csv,3.87
1,03_01_0196,U2,Measure/Scanned,29066.0,03_01_0196_U2_20250131_I.csv,CREOL-A112,1/31/2025,Succinic 1.425mM,3.0,,03_01_0196_U2_20250207_CV_1.csv,03_01_0196_U2_20250207_CF_1.csv,,03_01_0196_U2_20231121_CV_0.csv,03_01_0196_U2_20231121_CF_0.csv,
1,03_01_0196,U3,Measure/Scanned,32620.0,03_01_0196_U3_20250131_I.csv,CREOL-A112,1/31/2025,Succinic 1.425mM,3.0,,03_01_0196_U3_20250207_CV_1.csv,03_01_0196_U3_20250207_CF_1.csv,,03_01_0196_U3_20231121_CV_0.csv,03_01_0196_U3_20231121_CF_0.csv,
1,03_01_0196,U4,Measure/Scanned,30412.0,03_01_0196_U4_20250131_I.csv,CREOL-A112,1/31/2025,Succinic 1.425mM,3.0,,03_01_0196_U4_20250207_CV_1.csv,03_01_0196_U4_20250207_CF_1.csv,,03_01_0196_U4_20231121_CV_0.csv,03_01_0196_U4_20231121_CF_0.csv,
1,03_01_0196,U1,Measure/Scanned,10561.0,03_01_0196_U1_20250131_I.csv,CREOL-A112,1/31/2025,Succinic 1.425mM,3.0,,03_01_0196_U1_20250207_CV_1.csv,03_01_0196_U1_20250207_CF_1.csv,,03_01_0196_U1_20231121_CV_0.csv,03_01_0196_U1_20231121_CF_0.csv,
1,03_01_0201,U1,Not started,,,,,,,,,,,03_01_0201_U1_20231121_CV_0.csv,03_01_0201_U1_20231121_CF_0.csv,
1,03_01_0201,U2,Not started,,,,,,,,,,,03_01_0201_U2_20231121_CV_0.csv,03_01_0201_U2_20231121_CF_0.csv,
1,03_01_0201,U3,Not started,,,,,,,,,,,03_01_0201_U3_20231121_CV_0.csv,03_01_0201_U3_20231121_CF_0.csv,
1,03_01_0201,U4,Not started,,,,,,,,,,,03_01_0201_U4_20231121_CV_0.csv,03_01_0201_U4_20231121_CF_0.csv,
1,03_01_0206,U1,Not started,,,,,,,,,,,03_01_0206_U1_20231121_CV_0.csv,03_01_0206_U1_20231121_CF_0.csv,
1,03_01_0206,U2,Not started,,,,,,,,,,,03_01_0206_U2_20231121_CV_0.csv,03_01_0206_U2_20231121_CF_0.csv,
1,03_01_0206,U3,Not started,,,,,,,,,,,03_01_0206_U3_20231121_CV_0.csv,03_01_0206_U3_20231121_CF_0.csv,
1,03_01_0206,U4,Not started,,,,,,,,,,,03_01_0206_U4_20231121_CV_0.csv,03_01_0206_U4_20231121_CF_0.csv,
1,03_01_0211,U1,Not started,,,,,,,,,,,03_01_0211_U1_20231121_CV_0.csv,03_01_0211_U1_20231121_CF_0.csv,
1,03_01_0211,U2,Not started,,,,,,,,,,,03_01_0211_U2_20231121_CV_0.csv,03_01_0211_U2_20231121_CF_0.csv,
1,03_01_0211,U3,Not started,,,,,,,,,,,03_01_0211_U3_20231121_CV_0.csv,03_01_0211_U3_20231121_CF_0.csv,
1,03_01_0211,U4,Not started,,,,,,,,,,,03_01_0211_U4_20231121_CV_0.csv,03_01_0211_U4_20231121_CF_0.csv,
1,03_01_0216,U1,Not started,,,,,,,,,,,03_01_0216_U1_20231121_CV_0.csv,03_01_0216_U1_20231121_CF_0.csv,
1,03_01_0216,U2,Not started,,,,,,,,,,,03_01_0216_U2_20231121_CV_0.csv,03_01_0216_U2_20231121_CF_0.csv,
1,03_01_0216,U3,Not started,,,,,,,,,,,03_01_0216_U3_20231121_CV_0.csv,03_01_0216_U3_20231121_CF_0.csv,
1,03_01_0216,U4,Not started,,,,,,,,,,,03_01_0216_U4_20231121_CV_0.csv,03_01_0216_U4_20231121_CF_0.csv,
1,03_01_0221,U2,Measure/Scanned,89168.0,0.0061,CREOL-A112,1/14/2025,DI Water,3.0,,03_01_0221_U2_20250117_CV_1.csv,03_01_0221_U2_20250117_CF_1.csv,,03_01_0221_U2_20231121_CV_0.csv,03_01_0221_U2_20231121_CF_0.csv,
1,03_01_0221,U3,Measure/Scanned,88804.0,0.0105,CREOL-A112,1/14/2025,DI Water,3.0,,03_01_0221_U3_20250117_CV_1.csv,03_01_0221_U3_20250117_CF_1.csv,,03_01_0221_U3_20231121_CV_0.csv,03_01_0221_U3_20231121_CF_0.csv,
1,03_01_0221,U4,Measure/Scanned,88854.0,0.0071,CREOL-A112,1/14/2025,DI Water,3.0,,03_01_0221_U4_20250117_CV_1.csv,03_01_0221_U4_20250117_CF_1.csv,,03_01_0221_U4_20231121_CV_0.csv,03_01_0221_U4_20231121_CF_0.csv,
1,03_01_0221,U1,Measure/Scanned,99289.0,0.0082,CREOL-A112,1/14/2025,DI Water,3.0,,03_01_0221_U1_20250117_CV_1.csv,03_01_0221_U1_20250117_CF_1.csv,,03_01_0221_U1_20231121_CV_0.csv,03_01_0221_U1_20231121_CF_0.csv,
1,03_01_0226,U2,Measure/Scanned,77114.0,0.0083,CREOL-A112,1/14/2025,DI Water,3.0,,,,,03_01_0226_U2_20231121_CV_0.csv,03_01_0226_U2_20231121_CF_0.csv,
1,03_01_0226,U3,Measure/Scanned,65295.0,0.0095,CREOL-A112,1/14/2025,DI Water,3.0,,,,,03_01_0226_U3_20231121_CV_0.csv,03_01_0226_U3_20231121_CF_0.csv,
1,03_01_0226,U4,Measure/Scanned,77087.0,0.0051,CREOL-A112,1/14/2025,DI Water,3.0,,,,,03_01_0226_U4_20231121_CV_0.csv,03_01_0226_U4_20231121_CF_0.csv,
1,03_01_0226,U1,Measure/Scanned,77056.0,0.011,CREOL-A112,1/14/2025,DI Water,3.0,,,,,03_01_0226_U1_20231121_CV_0.csv,03_01_0226_U1_20231121_CF_0.csv,
1,03_01_0231,U2,Measure/Scanned,65362.0,0.0073,CREOL-A112,1/14/2025,DI Water,3.0,,03_01_0231_U2_20250117_CV_1.csv,03_01_0231_U2_20250117_CF_1.csv,,03_01_0231_U2_20231121_CV_0.csv,03_01_0231_U2_20231121_CF_0.csv,
1,03_01_0231,U3,Measure/Scanned,65314.0,0.0084,CREOL-A112,1/14/2025,DI Water,3.0,,03_01_0231_U3_20250117_CV_1.csv,03_01_0231_U3_20250117_CF_1.csv,,03_01_0231_U3_20231121_CV_0.csv,03_01_0231_U3_20231121_CF_0.csv,
1,03_01_0231,U4,Measure/Scanned,65247.0,0.0055,CREOL-A112,1/14/2025,DI Water,3.0,,03_01_0231_U4_20250117_CV_1.csv,03_01_0231_U4_20250117_CF_1.csv,,03_01_0231_U4_20231121_CV_0.csv,03_01_0231_U4_20231121_CF_0.csv,
1,03_01_0231,U1,Measure/Scanned,65380.0,0.0145,CREOL-A112,1/14/2025,DI Water,3.0,,03_01_0231_U1_20250117_CV_1.csv,03_01_0231_U1_20250117_CF_1.csv,,03_01_0231_U1_20231121_CV_0.csv,03_01_0231_U1_20231121_CF_0.csv,
1,03_01_0236,U1,Not started,,,,,,,,,,,03_01_0236_U1_20231121_CV_0.csv,03_01_0236_U1_20231121_CF_0.csv,
1,03_01_0236,U2,Not started,,,,,,,,,,,03_01_0236_U2_20231121_CV_0.csv,03_01_0236_U2_20231121_CF_0.csv,
1,03_01_0236,U3,Not started,,,,,,,,,,,03_01_0236_U3_20231121_CV_0.csv,03_01_0236_U3_20231121_CF_0.csv,
1,03_01_0236,U4,Not started,,,,,,,,,,,03_01_0236_U4_20231121_CV_0.csv,03_01_0236_U4_20231121_CF_0.csv,
1,03_01_0241,U2,Measure/Scanned,77055.0,0.0124,CREOL-A112,1/14/2025,DI Water,3.0,,03_01_0241_U2_20250117_CV_1.csv,03_01_0241_U2_20250117_CF_1.csv,,03_01_0241_U2_20231121_CV_0.csv,03_01_0241_U2_20231121_CF_0.csv,
1,03_01_0241,U3,Measure/Scanned,65318.0,0.0117,CREOL-A112,1/14/2025,DI Water,3.0,,03_01_0241_U3_20250117_CV_1.csv,03_01_0241_U3_20250117_CF_1.csv,,03_01_0241_U3_20231121_CV_0.csv,03_01_0241_U3_20231121_CF_0.csv,
1,03_01_0241,U4,Measure/Scanned,65270.0,0.0089,CREOL-A112,1/14/2025,DI Water,3.0,,03_01_0241_U4_20250117_CV_1.csv,03_01_0241_U4_20250117_CF_1.csv,,03_01_0241_U4_20231121_CV_0.csv,03_01_0241_U4_20231121_CF_0.csv,
1,03_01_0241,U1,Measure/Scanned,65293.0,0.0138,CREOL-A112,1/14/2025,DI Water,3.0,,03_01_0241_U1_20250117_CV_1.csv,03_01_0241_U1_20250117_CF_1.csv,,03_01_0241_U1_20231121_CV_0.csv,03_01_0241_U1_20231121_CF_0.csv,
1,03_01_0246,U1,Not started,,,,,,,,,,,03_01_0246_U1_20231121_CV_0.csv,03_01_0246_U1_20231121_CF_0.csv,
1,03_01_0246,U2,Not started,,,,,,,,,,,03_01_0246_U2_20231121_CV_0.csv,03_01_0246_U2_20231121_CF_0.csv,
1,03_01_0246,U3,Not started,,,,,,,,,,,03_01_0246_U3_20231121_CV_0.csv,03_01_0246_U3_20231121_CF_0.csv,
1,03_01_0246,U4,Not started,,,,,,,,,,,03_01_0246_U4_20231121_CV_0.csv,03_01_0246_U4_20231121_CF_0.csv,
4,03_04_0001,U1,Measure/Scanned,28671.0,,CREOL-A112,9/27/2024,DI Water,,,03_04_0001_U1_20241001_CV_1.csv,03_04_0001_U1_20241001_CF_1.csv,,03_04_0001_U1_20231121_CV_0.csv,03_04_0001_U1_20231121_CF_0.csv,
4,03_04_0001,U2,Measure/Scanned,28587.0,,CREOL-A112,9/27/2024,DI Water,,,03_04_0001_U2_20241001_CV_1.csv,03_04_0001_U2_20241001_CF_1.csv,,03_04_0001_U2_20231121_CV_0.csv,03_04_0001_U2_20231121_CF_0.csv,
4,03_04_0001,U3,Measure/Scanned,33640.0,,CREOL-A112,9/27/2024,DI Water,,,03_04_0001_U3_20241001_CV_1.csv,03_04_0001_U3_20241001_CF_1.csv,,03_04_0001_U3_20231121_CV_0.csv,03_04_0001_U3_20231121_CF_0.csv,
4,03_04_0001,U4,Measure/Scanned,69123.0,0.0051,CREOL-A112,9/27/2024,DI Water,,,03_04_0001_U4_20241001_CV_1.csv,03_04_0001_U4_20241001_CF_1.csv,,03_04_0001_U4_20231121_CV_0.csv,03_04_0001_U4_20231121_CF_0.csv,
4,03_04_0006,U1,Measure/Scanned,41653.0,0.0062,CREOL-A112,10/2/2024,DI Water,5.0,,,,,03_04_0006_U1_20231121_CV_0.csv,03_04_0006_U1_20231121_CF_0.csv,
4,03_04_0006,U2,Measure/Scanned,46230.0,0.0056,CREOL-A112,10/2/2024,DI Water,5.0,,03_04_0006_U2_20241015_CV_1.csv,03_04_0006_U2_20241015_CF_1.csv,,03_04_0006_U2_20231121_CV_0.csv,03_04_0006_U2_20231121_CF_0.csv,
4,03_04_0006,U3,Measure/Scanned,41512.0,0.0057,CREOL-A112,10/2/2024,DI Water,5.0,,03_04_0006_U3_20241015_CV_1.csv,03_04_0006_U3_20241015_CF_1.csv,,03_04_0006_U3_20231121_CV_0.csv,03_04_0006_U3_20231121_CF_0.csv,
4,03_04_0006,U4,Measure/Scanned,36397.0,0.0058,CREOL-A112,10/2/2024,DI Water,5.0,,03_04_0006_U4_20241015_CV_1.csv,03_04_0006_U4_20241015_CF_1.csv,,03_04_0006_U4_20231121_CV_0.csv,03_04_0006_U4_20231121_CF_0.csv,
4,03_04_0011,U1,Failed,62728.0,03_04_0101_U1_20250406_I.CSV,CREOL-A112,4/6/2025,Adipic Acid - 1.24mM,3.0,,03_04_0011_U1_20250416_CV_1.csv,03_04_0011_U1_20250416_CF_1.csv,,03_04_0011_U1_20231121_CV_0.csv,03_04_0011_U1_20231121_CF_0.csv,
4,03_04_0011,U2,Failed,54557.0,03_04_0101_U2_20250406_I.CSV,CREOL-A112,4/6/2025,Adipic Acid - 1.24mM,3.0,,03_04_0011_U2_20250416_CV_1.csv,03_04_0011_U2_20250416_CF_1.csv,,03_04_0011_U2_20231121_CV_0.csv,03_04_0011_U2_20231121_CF_0.csv,
4,03_04_0011,U3,Failed,46216.0,03_04_0101_U3_20250406_I.CSV,CREOL-A112,4/6/2025,Adipic Acid - 1.24mM,3.0,,03_04_0011_U3_20250416_CV_1.csv,03_04_0011_U3_20250416_CF_1.csv,,03_04_0011_U3_20231121_CV_0.csv,03_04_0011_U3_20231121_CF_0.csv,
4,03_04_0011,U4,Failed,48362.0,03_04_0101_U4_20250406_I.CSV,CREOL-A112,4/6/2025,Adipic Acid - 1.24mM,3.0,,03_04_0011_U4_20250416_CV_1.csv,03_04_0011_U4_20250416_CF_1.csv,,03_04_0011_U4_20231121_CV_0.csv,03_04_0011_U4_20231121_CF_0.csv,
4,03_04_0016,U2,Measure/Scanned,56831.0,0.0054,CREOL-A112,1/9/2025,Succinic 3.6mM,3.0,"low concentration, low voltage",03_04_0016_U2_20250117_CV_1.csv,03_04_0016_U2_20250117_CF_1.csv,,03_04_0016_U2_20231121_CV_0.csv,03_04_0016_U2_20231121_CF_0.csv,
4,03_04_0016,U3,Measure/Scanned,38843.0,0.0052,CREOL-A112,1/9/2025,Succinic 3.6mM,3.0,"low concentration, low voltage",03_04_0016_U3_20250117_CV_1.csv,03_04_0016_U3_20250117_CF_1.csv,,03_04_0016_U3_20231121_CV_0.csv,03_04_0016_U3_20231121_CF_0.csv,
4,03_04_0016,U4,Measure/Scanned,145707.0,0.005,CREOL-A112,1/9/2025,Succinic 3.6mM,3.0,"low concentration, low voltage",03_04_0016_U4_20250117_CV_1.csv,03_04_0016_U4_20250117_CF_1.csv,,03_04_0016_U4_20231121_CV_0.csv,03_04_0016_U4_20231121_CF_0.csv,
4,03_04_0016,U1,Measure/Scanned,39740.0,0.0051,CREOL-A112,1/9/2025,Succinic 3.6mM,3.0,"low concentration, low voltage",03_04_0016_U1_20250117_CV_1.csv,03_04_0016_U1_20250117_CF_1.csv,,03_04_0016_U1_20231121_CV_0.csv,03_04_0016_U1_20231121_CF_0.csv,
4,03_04_0021,U1,Not started,,,,,,,,,,,03_04_0021_U1_20231121_CV_0.csv,03_04_0021_U1_20231121_CF_0.csv,
4,03_04_0021,U2,Not started,,,,,,,,,,,03_04_0021_U2_20231121_CV_0.csv,03_04_0021_U2_20231121_CF_0.csv,
4,03_04_0021,U3,Not started,,,,,,,,,,,03_04_0021_U3_20231121_CV_0.csv,03_04_0021_U3_20231121_CF_0.csv,
4,03_04_0021,U4,Not started,,,,,,,,,,,03_04_0021_U4_20231121_CV_0.csv,03_04_0021_U4_20231121_CF_0.csv,
4,03_04_0026,U1,Measure/Scanned,44328.0,0.0054,CREOL-A112,10/2/2024,DI Water,5.0,,03_04_0026_U1_20241015_CV_1.csv,03_04_0026_U1_20241015_CF_1.csv,,03_04_0026_U1_20231121_CV_0.csv,03_04_0026_U1_20231121_CF_0.csv,
4,03_04_0026,U2,Measure/Scanned,54237.0,0.0061,CREOL-A112,10/2/2024,DI Water,5.0,,03_04_0026_U2_20241015_CV_1.csv,03_04_0026_U2_20241015_CF_1.csv,,03_04_0026_U2_20231121_CV_0.csv,03_04_0026_U2_20231121_CF_0.csv,
4,03_04_0026,U3,Measure/Scanned,51724.0,0.0052,CREOL-A112,10/2/2024,DI Water,5.0,,03_04_0026_U3_20241015_CV_1.csv,03_04_0026_U3_20241015_CF_1.csv,,03_04_0026_U3_20231121_CV_0.csv,03_04_0026_U3_20231121_CF_0.csv,
4,03_04_0026,U4,Measure/Scanned,45126.0,0.0055,CREOL-A112,10/2/2024,DI Water,5.0,,03_04_0026_U4_20241015_CV_1.csv,03_04_0026_U4_20241015_CF_1.csv,,03_04_0026_U4_20231121_CV_0.csv,03_04_0026_U4_20231121_CF_0.csv,
4,03_04_0031,U1,Failed,44974.0,03_04_0031_U1_20250406_I.CSV,CREOL-A112,4/6/2025,Adipic Acid - 1.24mM,3.0,3.84pH,03_04_0031_U1_20250416_CV_1.csv,03_04_0031_U1_20250416_CF_1.csv,,03_04_0031_U1_20231121_CV_0.csv,03_04_0031_U1_20231121_CF_0.csv,3.84
4,03_04_0031,U2,Failed,55365.0,03_04_0031_U2_20250406_I.CSV,CREOL-A112,4/6/2025,Adipic Acid - 1.24mM,3.0,Scann needs to be reviewed,03_04_0031_U2_20250416_CV_1.csv,03_04_0031_U2_20250416_CF_1.csv,,03_04_0031_U2_20231121_CV_0.csv,03_04_0031_U2_20231121_CF_0.csv,
4,03_04_0031,U3,Failed,12457.0,03_04_0031_U3_20250406_I.CSV,CREOL-A112,4/6/2025,Adipic Acid - 1.24mM,3.0,,03_04_0031_U3_20250416_CV_1.csv,03_04_0031_U3_20250416_CF_1.csv,,03_04_0031_U3_20231121_CV_0.csv,03_04_0031_U3_20231121_CF_0.csv,
4,03_04_0031,U4,Failed,46176.0,03_04_0031_U4_20250406_I.CSV,CREOL-A112,4/6/2025,Adipic Acid - 1.24mM,3.0,3.96-end,03_04_0031_U4_20250416_CV_1.csv,03_04_0031_U4_20250416_CF_1.csv,,03_04_0031_U4_20231121_CV_0.csv,03_04_0031_U4_20231121_CF_0.csv,3.84
4,03_04_0036,U1,Failed,16874.0,03_04_0036_U1_20250219_I.csv,CREOL-A112,2/19/2025,Succinic 0.712 mM,3.0,current leak,03_04_0036_U1_20250314_CV_1.csv,03_04_0036_U1_20250314_CF_1.csv,,03_04_0036_U1_20231121_CV_0.csv,03_04_0036_U1_20231121_CF_0.csv,
4,03_04_0036,U2,Failed,74835.0,03_04_0036_U2_20250219_I.csv,CREOL-A112,2/19/2025,Succinic 0.712 mM,3.0,,03_04_0036_U2_20250314_CV_1.csv,03_04_0036_U2_20250314_CF_1.csv,,03_04_0036_U2_20231121_CV_0.csv,03_04_0036_U2_20231121_CF_0.csv,
4,03_04_0036,U3,Failed,71187.0,03_04_0036_U3_20250219_I.csv,CREOL-A112,2/19/2025,Succinic 0.712 mM,3.0,,03_04_0036_U3_20250314_CV_1.csv,03_04_0036_U3_20250314_CF_1.csv,,03_04_0036_U3_20231121_CV_0.csv,03_04_0036_U3_20231121_CF_0.csv,
